,,Jason Smith,http://www.nba.com/playerfile/jason_smith
,,James Southerland,http://www.nba.com/playerfile/james_southerland
,JeffWithey,Jeff Withey,http://www.nba.com/playerfile/jeff_withey
,,,
San Antonio Spurs,spurs,,
,tonyparker,Tony Parker,http://www.nba.com/playerfile/tony_parker
,,Tim Duncan,http://www.nba.com/playerfile/tim_duncan
,manuginobili,Manu Ginobili,http://www.nba.com/playerfile/emanuel_ginobili
,,Kawhi Leonard,http://www.nba.com/playerfile/kawhi_leonard
,theborisdiaw,Boris Diaw,http://www.nba.com/playerfile/boris_diaw
,DGreen_14,Danny Green,http://www.nba.com/playerfile/daniel_green
,tiagosplitter,Tiago Splitter,http://www.nba.com/playerfile/tiago_splitter
,Patty_Mills,Patty Mills,http://www.nba.com/playerfile/patrick_mills
,marcobelinelli,Marco Belinelli,http://www.nba.com/playerfile/marco_belinelli
,Cory_Joe,Cory Joseph,http://www.nba.com/playerfile/cory_joseph
,aronbaynes,Aron Baynes,http://www.nba.com/playerfile/aron_baynes
,,Matt Bonner,http://www.nba.com/playerfile/matt_bonner
,,Jeff Ayres,http://www.nba.com/playerfile/jeff_ayres
,Adaye5,Austin Daye,http://www.nba.com/playerfile/austin_daye
,,,
Denver Nuggets,denvernuggets,,
,,Darrell Arthur,http://www.nba.com/playerfile/darrell_arthur
,Thirty2zero,Aaron Brooks,http://www.nba.com/playerfile/aaron_brooks
,wilsonchandler,Wilson Chandler,http://www.nba.com/playerfile/wilson_chandler
,KennethFaried35,Kenneth Faried,http://www.nba.com/playerfile/kenneth_faried
,Evan Fournier,Evan Fournier,http://www.nba.com/playerfile/evan_fournier
,randyfoye,Randy Foye,http://www.nba.com/playerfile/randy_foye
,Hickson21,JJ Hickson,http://www.nba.com/playerfile/jj_hickson
,TyLawson3,Ty Lawson,http://www.nba.com/playerfile/ty_lawson
,JaValeMcGee34,JaVale McGee,http://www.nba.com/playerfile/javale_mcgee
,qmillertime,Quincy Miller,http://www.nba.com/playerfile/quincy_miller
,,Timofey Mozgov,http://www.nba.com/playerfile/timofey_mozgov
,TheARandolph,Anthony Randolph,http://www.nba.com/playerfile/anthony_randolph
,nate_robinson,Nate Robinson,http://www.nba.com/playerfile/nate_robinson
,JanVesely24,Jan Vesely,http://www.nba.com/playerfile/jan_vesely
,,,
Minnesota Timberwolves,MNTimberwolves,,
,jjbareapr,Jose Juan Barea,http://www.nba.com/playerfile/jose_juan_barea
,CoreyBrewer13,Cory Brewer,http://www.nba.com/playerfile/corey_brewer
,CBudinger,Chase Budinger,http://www.nba.com/playerfile/chase_budinger
,DlamarC33,Dante Cunningham,http://www.nba.com/playerfile/dante_cunningham
,GorguiDieng,Gorgui Dieng,http://www.nba.com/playerfile/gorgui_dieng
,RobbieHummel,Robbie Hummel,http://www.nba.com/playerfile/robbie_hummel
,OthyusTheGreat,Othyus Jeffers,http://www.nba.com/playerfile/othyus_jeffers
,kevinlove,Kevin Love,http://www.nba.com/playerfile/kevin_love
,,Kevin Martin,http://www.nba.com/playerfile/kevin_martin
,mbahamoute,Luc Mbah A Moute,http://www.nba.com/playerfile/luc_mbah_a_moute
,phenom15balla,Shabazz Muhammad,http://www.nba.com/playerfile/shabazz_muhammad
,,Nikola Pekovic,http://www.nba.com/playerfile/nikola_pekovic
,rickyrubio9,Ricky Rubio,http://www.nba.com/playerfile/ricky_rubio
,,Alexey Shved,http://www.nba.com/playerfile/alexey_shved
,Ronny_Turiaf,Ronny Turiaf,http://www.nba.com/playerfile/ronny_turiaf
,,,
Oklahoma City Thunder,okcthunder,,
,KDTrey5,Kevin Durant,http://www.nba.com/playerfile/kevin_durant
,russwest44,Russell Westbrook,http://www.nba.com/playerfile/russell_westbrook
,sergeibaka9,Serge Ibaka,http://www.nba.com/playerfile/serge_ibaka
,rjOKCson_15,Reggie Jackson,http://www.nba.com/playerfile/reggie_jackson
,realtuffjuice,Caron Butler,http://www.nba.com/playerfile/caron_butler
,RealStevenAdams,Steven Adams,http://www.nba.com/playerfile/steven_adams
,derekfisher,Derek Fisher,http://www.nba.com/playerfile/derek_fisher
,ThaboSefolosha,Thabo Sefolosha,http://www.nba.com/playerfile/thabo_sefolosha
,jlamb,Jeremy Lamb,http://www.nba.com/playerfile/jeremy_lamb
,KendrickPerkins,Kendrick Perkins,http://www.nba.com/playerfile/kendrick_perkins
,nickcollison4,Nick Collison,http://www.nba.com/playerfile/nick_collison
,Perry_Jones1,Perry Jones,http://www.nba.com/playerfile/perry_jones
,FlyDre21,Andre Roberson,http://www.nba.com/playerfile/andre_roberson
,HasheemTheDream,Hasheem Thabeet,http://www.nba.com/playerfile/hasheem_thabeet
,,,
Portland Trail Blazers,trailblazers,,
,aldridge_12,Lamarcus Aldridge,http://www.nba.com/playerfile/lamarcus_aldridge
,Dame_Lillard,Damian Lillard,http://www.nba.com/playerfile/damian_lillard
,nicolas88batum,Nicolas Batum,http://www.nba.com/playerfile/nicolas_batum
,wessywes2,Wesley Matthews,http://www.nba.com/playerfile/wesley_matthews
,eegabeeva88,Robin Lopez,http://www.nba.com/playerfile/robin_lopez
,mowilliams,Maurice Williams,http://www.nba.com/playerfile/maurice_williams/
,WillTheThrillB5,Will Barton,http://www.nba.com/playerfile/will_barton
,DWRIGHTWAY1,Dorell Wright,http://www.nba.com/playerfile/dorell_wright/
,Trobinson0,Thomas Robinson,http://www.nba.com/playerfile/thomas_robinson
,CJMcCollum,CJ McCollum,http://www.nba.com/playerfile/cj_mccollum
,,Joel Freeland,http://www.nba.com/playerfile/joel_freeland
,Victor_Claver,Victor Claver,http://www.nba.com/playerfile/victor_claver
,MeyersLeonard11,Meyers Leonard,http://www.nba.com/playerfile/meyers_leonard
,Earl_Watson,Earl Watson,http://www.nba.com/playerfile/earl_watson
,,,
Utah Jazz,utahjazz,,
,Trey_Burke3,Trey Burke,http://www.nba.com/playerfile/trey_burke
,AlecBurks10,Alec Burks,http://www.nba.com/playerfile/alec_burks
,IanClark,Ian Clark,http://www.nba.com/playerfile/ian_clark
,JeremyEvans40,Jeremy Evans,http://www.nba.com/playerfile/jeremy_evans
,dfavors14,Derrick Favors,http://www.nba.com/playerfile/derrick_favors
,kingarrett10,Diante Garrett,http://www.nba.com/playerfile/diante_garrett
,rudygobert15,Rudy Gobert,http://www.nba.com/playerfile/rudy_gobert
,gordonhayward,Gordon Hayward,http://www.nba.com/playerfile/gordon_hayward
,Luke1luk,John Lucas III,http://www.nba.com/playerfile/john_lucas_iii
,,Richard Jefferson,http://www.nba.com/playerfile/richard_jefferson
,Enes_Kanter,Enes Kanter,http://www.nba.com/playerfile/enes_kanter
,BRush_25,Brandon Rush,http://www.nba.com/playerfile/brandon_rush
,,Malcolm Thomas,http://www.nba.com/playerfile/malcolm_thomas
,,Marvin Williams,http://www.nba.com/playerfile/marvin_williams
,,,
Golden State Warriors,warriors,,
,,Hilton Armstrong,http://www.nba.com/playerfile/hilton_armstrong
